ID,CENTER,DOORS,LINK1,LINK2,LINK3,LINK4,LINK5,LINK6
ROW227,Blank,"5",BPCHSDC,CBBSDPC,DCHPCTS,DTDTDBD,THDPCSS,DPPSSDD
ROW228,Hex,"3",BPCPHTD,SDTCTCT,PPPHBCS,DTCSBTP,CHTPSBH,BSPDCTB
ROW229,Blank,"3,6",BPCSHBC,DBDPSTS,TBCHHTD,CHBTDBD,CHTSBDT,PPCCTCT
ROW230,Blank,"3",BPDBCHB,CSDPBSC,DPBTSBS,HDTSDPS,DTDBCBS,HHHDTCT
ROW231,Blank,"3,5",BPDBHTT,PBDPPHS,SBSCDCP,SCCTPSB,TCDCCTH,HBCDHHT
ROW232,Snake,"2,3,5,6",BPDCBBB,STTDPCB,PTBTPDH,DCDTDSP,TDHSCDD,SHHHTHD
ROW233,Blank,"5",BPDDDPS,BHHTBTC,CCHTPCH,PPCHDBB,DCDHDCT,BPCTDDB
ROW234,Blank,"3",BPDPDBP,BPDDPTS,SDSCBHB,BCCCSHT,DSHSTHT,HDTTPBP
ROW235,Blank,"6",BPDSCPB,HDDSPCH,BCBDPCP,SHCDBDH,THTHBTP,BBTPCDH
ROW236,Blank,"2,3,6",BPDSCPD,BHHHTDT,CDBCPTC,PSCPHTT,CTSBSDD,SPCCDDD
ROW237,Hex,"3,5",BPDSHHP,BBSCHBD,CHBTBPP,PBBCDDP,SSDBCSB,DSDSDSC
ROW238,Blank,"1",BPHBPCP,BBPPDTP,STSCBDB,HDSCHTS,BDBTPTT,HTDBBBT
ROW239,Blank,"3",BPHBPPP,BSSCHTD,BSPSHHH,BDPTPTH,PPCSTCD,SDHTDBP
ROW240,Blank,"3,5",BPHCPDP,CDHPHDH,BDCCBDH,DCDHDBB,HSCPDSD,BPSBTBB
ROW241,Plus,"2,3,5",BPHCTTC,DTBSTCC,PHSHSPB,HCSCSST,DSTSHTH,TSSBSHD
ROW242,Clover,"2,4",BPHHDTD,TCCSDST,HTDCBHD,BDHTSBD,STHPBPD,TPCDHHH
ROW243,Blank,"2,3",BPHHHPD,TSPCSCH,SHPPBTH,DPBDSSS,DBPSHSD,SSPTHTS
ROW244,Snake,"3",BPHHTCC,TCCCHHD,TBPHDCB,TSTCDHP,DDTHSCD,PDHSPDC
ROW245,Blank,"4,6",BPHPTHS,DHHDBTH,HPTSPSC,CDDCDCC,BHTBBDP,SDSPSDS
ROW246,Blank,"6",BPHSHHP,CHTTSDS,DTHTDCT,SDDSDTH,CDSHBCP,SCHSTCT
ROW247,Hex,"1",BPHTPHB,CDBTTBP,BTTBTCS,BCBCSBC,CCTDPPH,SHPCSHD
ROW248,Blank,"1,4,6",BPHTPHC,TPHPBSH,SHPPTDH,CPDSTDS,BSTCTDH,CCSSBCP
ROW249,Blank,"3,5,6",BPPBHHC,HBHDTSP,DSTCCDC,SDBCSTC,BHTSTDD,PHDTPHD
ROW250,Blank,"4,5,6",BPPCSHC,BSDBDTS,CPPCTSS,DHCHSDD,BBSCTPH,CDTTBSP
ROW251,Blank,"2,3,4,5",BPPDPCB,HCTHPCC,TTCBPSP,PDBHBDH,CCSDBPB,DHDCCHC
ROW252,Plus,"1,2,4",BPPPPHH,TSPCCBS,TBCCHBS,STDSSPT,BBHBPBD,PTCPPPH
ROW253,Blank,"2,5,6",BPPSTSC,BCSBBTP,CDBTPDD,DSSTHDH,DBPHPTP,CSCPTSP
ROW254,Blank,"3",BPPTTPB,SPCPHTP,BCTDHSP,DCCDBCP,BPHSTSS,SHCBCTH
ROW255,Clover,"2,3,5",BPSBCCH,HHDHDTT,SPPDDTP,SPSPTBT,SPBBPTD,SSHHTDD
ROW256,Blank,"2,3,5",BPSBDPH,HBPCDDC,BTPSDSH,TBSCCDH,SHHPTBH,CTSHDCD
ROW257,Blank,"3,6",BPSBDTB,DSHHDBH,SSTPBCC,BTCTSTD,TSHHTDS,PTSDSCP
ROW258,Plus,"2",BPSCCSC,HTTTCHT,HHBBBPD,HTPCSDD,CSDPBSC,BBPTSST
ROW259,Blank,"1,2,6",BPSHHTT,BPSTBBH,BPCSHDH,BCTBTSC,CBHPSDD,HHDHCDT
ROW260,Blank,"3,5",BPSPHBB,CTSTHBS,BTBTSSH,HSPCHDP,PTBCSHD,DTDCPBP
ROW261,Blank,"2,3",BPTDHBB,DDCHBTH,BSDSHHP,STSCDCT,BHHSHSD,CTCBCDS
ROW262,Snake,"2,5,6",BPTHBDT,DDHHDDP,PBHDTPD,PHSDPCB,DBCBCCH,PCPSSTT
ROW263,Snake,"2,5",BPTHDPB,BTHPHTP,HTSSPHS,SDBHDHH,DHDBCPB,BHTTSHH
ROW264,Blank,"6",BPTPCTD,BCDSDBP,DSTDPBP,STPPTTC,PDDTDBP,DSPSCHH
ROW265,Diamond,"5",BPTTTPH,PHDSHSC,SHSSDPH,CCBPBCH,SHSBCSH,SSSDPDS
ROW266,Blank,"2",BSBCPTB,SHBHBCT,PPHTHTT,TPPBSHP,DTTPCDP,THCSPCD
ROW267,Blank,"4",BSBDPHD,DTCPDDP,TDHBHPS,BCHHCDP,DTCSBBS,HTSCDBS
ROW268,Hex,"1,5,6",BSBDSSB,CPBHBSB,SHSTCSS,PTBDPDB,BBCHHSS,DCHBHSS
ROW269,Blank,"2,5",BSBHDCC,BHHSCCH,CBCHHST,DHTHBPT,PBCPHCD,DDCDPTB
ROW270,Blank,"3,6",BSBTHPH,HPPTBSC,DSHDHHH,PDBSDTB,SSDHPBD,HCSCTTB
ROW271,Blank,"6",BSCBHSD,HPBPDPS,DPTSDBP,CTDPPDT,DPSBHHB,PDDTSBD
ROW272,Blank,"1,3",BSCCTBB,THTDPCS,BDSPCHD,BCTHDPS,BBBBBBB,BBBBBBB
ROW273,Blank,"5",BSCDSSB,THBPDCD,STDHCBT,SPCCSSB,PSCHTTP,DPSPHDH
ROW274,Diamond,"1,5",BSCHCDS,PCCDDHD,HDTHHBH,SBDDSDS,HCHPDDB,BCHSDDS
ROW275,Blank,"3,5",BSCPHCS,DHTPHTP,HDDBTCC,HHHCDSP,SHBBCBP,DSSBSHD
ROW276,Blank,"5",BSCPHDB,PTCHTPC,HBPPSHH,CBPSTBB,DDTPHBB,DCDSBBB
ROW277,Blank,"1,2,3,4,5",BSCSCCD,THBDBDS,BHTCSDC,TDSTSSB,DDHCTCC,BHHTCSD
ROW278,Diamond,"1,4,5",BSDBCTP,HPSSBCD,CSPSDCS,CTTTTTT,DBBHHTT,PDSTTSC
ROW279,Blank,"2",BSDBPPT,SPHBHCP,DHTPPDS,HCTPCHP,SHHTDBS,CBBSTDC
ROW280,Blank,"1",BSDSBST,BCHPBBB,THTBTHH,DPPCPCT,THHHPTC,HSSBDBH
ROW281,Plus,"2,5,6",BSHBCCC,DPSPHCS,PCCCPPH,PSHPSSB,SDCSTTD,CBCSPBP
ROW282,Blank,"4,6",BSHHCBH,HDCPBDT,STDTCSS,DHSSTHS,HHTTDTS,SPTHTCH
ROW283,Hex,"6",BSHPCDP,SHBTBHT,SHCBBSS,TTDTCDD,PHDHHSB,HPSSHBT
ROW284,Blank,"3,5,6",BSHPTTC,TBDCDHS,SPPDTCH,BPSSPTD,DCBTHTH,PPPSSTT
ROW285,Blank,"1,3",BSPBDHP,HHTDBPS,BCSPSDC,DCCCDHC,HTPBTBC,BDBCCBB
ROW286,Blank,"1,3,5,6",BSPCDPH,CBTCBHH,TBDSTTP,BDSTCDB,HPHDTSD,PBSBSBP
ROW287,Blank,"2,3,6",BSPCPHT,CBPDBSP,BHDDBHH,HPDSPCP,SPBDCSH,BCTDDBC
ROW288,Blank,"1,2,4,6",BSPPSCS,CBPHDTD,DDSDTHD,PBTBCPS,HSHPBSH,PPPHBCS
ROW289,Blank,"3",BSPTHDB,THSHDBD,TTTTBCC,HCCPPHS,DDBSHDS,DHBHSSP
ROW290,Blank,"2,5",BSPTSSS,CPBCDDH,PDBPTBS,PSPSSHB,CDCSCTS,CDTTDPB
ROW291,Blank,"2,5",BSSCPSP,DHTTHCB,DBSHHHP,PDBPTBT,PCHCBPC,BDHBHPP
ROW292,Blank,"3",BSSHBBC,BHTHDHD,TSSTDBH,DDBSTCC,CBBSDPC,DTSTDDH
ROW293,Blank,"2,3",BSTCPCB,PSPTBST,PPSSBSC,PSBBPTP,TBDCTTT,HCBTTHC
ROW294,Blank,"2,6",BSTDBSB,DCHDTCT,BCPHTSD,CSTTBTC,TCHPSCT,SCHHCPC
ROW295,Blank,"5",BSTPHBD,SHCTPPP,SHPHHPC,THCTCCP,HBCCHCS,TSDDCHT
ROW296,Blank,"4,6",BSTPHDP,SBPTHSC,BCSSDDS,SSSTPBH,TBPPDDT,PTDPHTS
ROW297,Blank,"4,6",BSTTSPS,TSBBHDP,SHTPSHS,HCTSCHD,CBHDCPP,CHTTCTS
ROW298,Blank,"3,6",BTBBBPB,CHCTTPT,TTBPTCH,DSSTPSH,DCTCBCH,CBBHBDD
ROW299,Blank,"2,4,6",BTBBCBB,DDCSPHC,BSCPTPH,CCDCSCD,PHSHBHC,SPHDPDS
ROW300,Blank,"1,5",BTTDHST,CHCSBHD,PBHDCHD,STCPCHB,BCDTPPT,BCDPCBP
ROW301,Blank,"2,5,6",BTBHSTP,THBTHTH,STDTSSB,CSHTDST,HPTTDPT,SDPHTPS
ROW302,Plus,"3",BTBPHHS,BPHHBCC,PDBCTBS,BBBBBBB,DPTHTSS,BPHPCPD
ROW303,Plus,"2,4,5",BTBPHPS,STHTPTC,CCBDTDP,BHTCHTT,HBPBPDH,SBPBHSS
ROW304,Blank,"3,5",BTBTTDD,DPTTBCH,DDPDPTD,BBBBBBB,BCTPDTP,CHPHSTD
ROW305,Hex,"2,3",BTBTTSH,BBTPTHS,BPDPBCT,BSCBHSD,PHPBHDT,PBDTCDB
ROW306,Blank,"1,3",BTCBTDS,DTBDDPC,HPTBCHH,BBSHTDB,HPHDBCD,PTHDPDT
ROW307,Blank,"2,5",BTCPPSP,THBPSTD,HSSBDTH,STTDDCC,HSSTHPD,HTDSSTT
ROW308,Hex,"3,4,5",BTCSBCC,PCBCCDC,BPPTPCB,PCTPCCC,CHTCPHP,HBBCPHB
ROW309,Clover,"2,5",BTCSSPP,DPPBCTD,HTTBCTD,BTBPSSS,THHTPTH,STCDSBP
ROW310,Blank,"1,4,6",BTCTBPS,BCSHSSP,STHTCPS,TTPPPTP,TBBCPBB,SDDBCDT
ROW311,Blank,"3",BTCTSTD,HTPPPSS,BPCSPCD,HCCDTPB,CCDCBBD,DPTPTTC
ROW312,Blank,"3,5",BTDCCSH,CPCTCPS,CCSCDCS,CPCSPBB,HHTCSSC,HTBCSHP
ROW313,Blank,"1",BTDHPTC,SHSSHHH,CCHPDDT,PBBCTHC,BHTHCSP,TBSDPTC
ROW314,Blank,"1,6",BTDHSSP,CDHSSSS,HTPBDBS,DPPPSBD,CTSSSHC,TDCPPCP
ROW315,Plus,"2,5,6",BTDPSBT,PDCCBHT,BSHHHDB,BCCPPCC,BPDDBHS,PCBPSSH
ROW316,Blank,"2,6",BTDSDTC,DDBTSHB,BBBBBBB,BBBBBBB,BBBBBBB,HCTPHPD
ROW317,Blank,"2",BTDTSCP,CPCCPSD,DDHTSTP,PPDDBCS,DTDDHPH,SPSHHTT
ROW318,Blank,"1,4,6",BTHCSPH,TBPDSSD,CBBBDCB,CPBSSDD,BCCTHCS,HBHBPCD
ROW319,Blank,"3,6",BTHHCTT,CBTSTCS,CBCPBDP,SCSPCSS,TCTDTHP,DTCTCCP
ROW320,Blank,"2,3,6",BTHSTCP,SHHSBDB,HCSHHHC,CCSCPDC,DSDPBHC,HCTDSDS
ROW321,Diamond,"4,6",BTHTCPD,DTCTBCH,DSHDBPD,BDHPCSP,DHCDDTH,SSSSPSP
ROW322,Blank,"2,3,6",BTHTTPP,HDPSPBS,SBBBCCB,TTHTHCB,BTTCSDB,DTPTTTD
ROW323,Clover,"2",BTPDHSS,BSSSCBB,BSBPDDH,TPPHCHP,HDDTDTC,DCHHCTD
ROW324,Plus,"1,5,6",BTPSPBH,SSSSPPC,HBPPPDB,BPTPTBD,BTCCHHD,HTCSDSS
ROW325,Blank,"2,6",BTPSSPT,HBPBTSP,SSDHSPP,SBDBTSP,HPCPPDC,TTSPSSH
ROW326,Blank,"1,3,6",BTSBSCC,HDTTBDT,SCSPCTC,HCBDHPH,SSCBCTS,BHDSDTC
ROW327,Blank,"2",BTSHDTS,HBPPCTH,DDSPDDB,CSSBDSB,CDSCCDT,THTPBHP
ROW328,Blank,"2,5",BTSHPTP,DCCBCHC,CCDDSST,THCHTHS,BBDCSPS,DHPHBPS
ROW329,Blank,"2,4,6",BTSHTTP,TPPHPHT,TDHTTSH,DHSSSTB,SPBBSCC,DDPCHSH
ROW330,Blank,"1,3,4",BTSSTTC,HHPSBHS,CCTTDBP,DPTHTPB,CPDPHHC,SHCHDCC
ROW331,Plus,"3,4,5",BTSTBHB,SDBPTPC,PDPHBPC,TBPCSCC,BBTTSDT,SBDPDCD
ROW332,Blank,"3,5",BTSTSCP,TSBTTHP,CPCSHDC,CTSBCDT,HBDSTPC,CBDDHSC
ROW333,Blank,"1,5",BTSTTHB,PCHTBPT,SPBSSHS,DSCCDHH,PPSBTCH,SCCHCPS
ROW334,Blank,"1,5",BTTBTTS,HDBBTTH,SBPPSCT,BSTBCTH,BDSDSSH,CSCBDPB
ROW335,Blank,"2,6",BTTCSBT,CCSTCSS,PTBCHHS,TPHCDCT,DPBTCTC,BPDSSPH
ROW336,Blank,"3,5",BTTCTSB,DSDBPBT,BTPCCTT,BCHPDPH,THHBCST,HDPTDTS
ROW337,Blank,"3,6",BTTHPHC,DBPTCTT,CCBPTCP,CHBPHDC,HBBTPHT,TDPPHHH
ROW338,Snake,"1,2,5",BTTPCPS,HHHDSPP,PHPBDTB,HPSBHSD,BSPPPBB,CSDHPPB
ROW339,Clover,"1,4",BTTTPCC,TDBSCBD,STBHHHC,PCDSBBP,PSTDDCT,DBDBBPB
ROW340,Blank,"2,5",BTTTPCH,TPCPPCP,SBTSBSD,HHHHPST,THBBPHD,TPPTCTC
ROW341,Blank,"5",CBBBTSH,DSHCCDH,TTTCHBB,SPSSSHS,CBCDHBB,SCTCSDC
ROW342,Plus,"1",CBBCHDB,SSHPSPB,TBHBBPH,BHBTSHB,HSBHPPB,PSPSPCS
ROW343,Blank,"3",CBBDPCH,HSCCBTT,TBDDHHP,DCSCCSD,BHHBTST,DDTTBHH
ROW344,Blank,"2,4",CBBHSHS,CHSDBCH,HSSTBBB,HTTCCPB,THBPDCD,BSPBHBH
ROW345,Blank,"1,2,4",CBCBTHD,STBTTPD,PHPTSPH,HBSDHBS,BBBBBBB,BBBBBBB
ROW346,Blank,"1,2,5,6",CBCPBSH,SCDBPSH,STBBSPD,HPSCSPS,BSSPPBS,SDHSTBC
ROW347,Blank,"6",CBCPDPT,CCHTPSH,CPBSTDS,HPDHBPP,SHCPBBT,HHBDTDH
ROW348,Blank,"1,4",CBCSTPB,HHBCCCT,CHSSDCT,TCHSSSH,BHBSDCT,HDHTSPB
ROW349,Blank,"2",CBDDBTD,TCPDBHS,BBBBBBB,BBBBBBB,BBBBBBB,HBHSBHC
ROW350,Diamond,"2,5",CBDHCSD,SBDBSDC,PBSCTCS,PSTCBCH,TTDBPTC,HTBSTCS
ROW351,Clover,"2,4",CBDPBHD,DDTTPPT,HCHTSPP,PDDSHSD,HHTSSSC,DDBDPPH
ROW352,Blank,"2",CBDPHCH,PPHSHDT,DSTTTDT,PHDHBHD,BBBBBBB,BBBBBBB
ROW353,Blank,"3",CBDPTDB,SBDTHDP,TCBCPPH,PSSPHTB,CDCCHHT,HTTBHHB
ROW354,Blank,"5",CBHBBCH,TTCPDTS,DTCBSBD,SSTPPDH,PCHSDHD,SPSTPTT
ROW355,Blank,"2,6",CBHBHST,PDDHPHB,SBPBHSS,DCPHTDT,TPSCSPP,TPTBTDH
ROW356,Clover,"3,6",CBHCDCD,SHCDTCB,BHDSDTC,TSTSPSD,PPDPBHP,DPPCPHH
ROW357,Blank,"3,4,6",CBHDSSP,SDPHSPS,CSSCTTC,DDTDDPP,BBCSPHS,BBHBSPB
ROW358,Clover,"3",CBHHSST,PTDPBCP,TSHCTSH,SPDSPTH,SCCTDSH,BCDPSST
ROW359,Blank,"2,5",CBHPHTS,BTTPHPH,DDCDCST,PTBBPTS,PHDDBDS,BPCCBPH
ROW360,Blank,"2,4",CBHSHDS,STHSSHC,HPTTSDH,DDDCTCP,TSBHHST,DCHSHTC
ROW361,Blank,"3,5,6",CBPBBBH,DDPPDCD,DHSBBBB,TPTPPHC,CBHBSDS,PTHDTBT
ROW362,Blank,"2,3",CBPBSCS,HSTTBBP,PTDBHPC,SCPDSTC,DCSHCDB,HCHSCTS
ROW363,Blank,"2,4,5",CBPCTSC,PSHTHSH,DCCPDCT,SDTDDDD,BHPPCCC,PDBPDCC
ROW364,Blank,"3,6",CBPDSCD,PCBHHBB,SDSCPSC,DTCDHPP,CHCCDBC,STBDPPD
ROW365,Diamond,"3",CBPPCCP,BCHCSSH,PBSSSHP,THTHPSP,CHSDHHB,TPHPSCS
ROW366,Blank,"2",CBPSHCP,SSPTHBH,TPCDDHD,CDBBTPB,HPPHPHP,CTDHBDB
ROW367,Blank,"5,6",CBPSHHP,TCSPDBP,STSPSHT,PSPDBBC,DHPHHDH,BSDBCPP
ROW368,Blank,"1",CBPTHDD,SBSDTDP,BPCSCPC,PHBCSCH,TPHSDPP,TPHBPHT
ROW369,Blank,"2,6",CBSDBCH,PCTBHDB,DHHDBPC,BTPPCPT,PTSBSTD,CBPDSCD
ROW370,Blank,"3",CBSDBSH,TDDCHTP,STSCHDT,DBPTCBP,PTHSDTH,BPDDTPB
ROW371,Clover,"2,4",CBSDHPH,HDBTPPC,CTDHBDB,TTPBDBB,THBCTPS,HCTSCPB
ROW372,Blank,"2",CBSPBBT,DCPCCDC,SBSCBCC,CPSTTTC,TPTCBPC,DHTTHHC
ROW373,Blank,"1,5",CBSTSBP,PPBBBDC,TBHTDSS,DPCSCTS,CCPHBDD,BSPBPSB
ROW374,Blank,"3,5,6",CBTBBSH,DDTDTBH,DSHCSTD,BCSHTBC,CDBSTSB,SSHPHDP
ROW375,Blank,"2,3",CBTBBTH,HHPPPSS,HTDDTCC,HCHDBTD,BHBSHBT,TBTDBPP
ROW376,Blank,"3",CBTBDSC,BTDHSPP,STDSTTH,BBSCDDS,DHHPPHC,PBDDSTT
ROW377,Blank,"2,5",CBTBSCT,SBCPDHC,CHBBBSH,TBCSTDC,CCPPDBB,PHSPSPS
ROW378,Blank,"5",CBTDPCH,CBTDBSB,HCSPBDT,BSCPHDB,BPCCSBP,TCSTSTB
ROW379,Blank,"1,5",CBTSSTH,HDTPPHT,PTCTSTC,SCCBCHH,BTTBPHD,TDHPBSP
ROW380,Clover,"2,6",CCBDBHD,BBHDBTC,TDDDSBC,SPTSCDB,TBHDBPB,PSHPDDH
ROW381,Blank,"1,2,5,6",CCBDDSD,SHPTTDS,CCHCPTT,THPBDHP,HSPTDHH,PSPBPPD
ROW382,Blank,"1",CCBDTCP,BBBBBBB,BBBBBBB,BCBSDSH,CCPCSCH,PDPBBSC
ROW383,Diamond,"5",CCCBHBD,PPHPSBT,DBDBTTD,TCDCHCB,DTSCDTT,DHDSSDC
ROW384,Blank,"2,5",CCCCCSB,PDSBDDD,PCSBHBS,CDDCCDB,SDPTPHD,DHSPTCB
ROW385,Snake,"1,2,3,4",CCCDCHH,DPDSCSC,THPPSCC,PCTSCTP,BBBTDPC,SBSCBCC
ROW386,Blank,"1,4",CCCHDDD,BBBBBBB,BBBBBBB,HBSHPBD,PDPPSDH,BDSDDHP
ROW387,Blank,"6",CCCPHTC,SBHHHCD,TDTHPTP,PBSHCDS,HHTPPHP,PBTCDDC
ROW388,Blank,"2,5,6",CCDCHDP,TPSCBST,TPDTPCB,HHHSCSB,CTPHHPD,HBSTDHH
ROW389,Blank,"1,2,3",CCDCSCD,SCDSBSH,PCSTCDT,CDDSDTT,HPSBDSP,PBTPSHT
ROW390,Blank,"6",CCDCSPB,TDHBSDS,SBDBBPH,TBTPSPH,TTTTPBC,BDSTCDB
ROW391,Diamond,"2,5,6",CCDDHPD,DBCDSDP,BCSBBHH,BDPSDCH,PPBDHPT,HHTDBDH
ROW392,Blank,"2,4",CCHCHSD,BDDHTPD,CSSTTHC,TSDTTBD,PDTBHTP,CHHDTCP
ROW393,Blank,"2,5",CCHDCCB,PBHCDDH,CTPPDHP,SPDDDHB,BDPBTPT,DCCTDCT
ROW394,Hex,"3,6",CCHDHBH,BBCSCPP,BBTPCDH,TPCTSDS,SCTDBBP,TSDDCCC
ROW395,Blank,"3",CCHPDHB,BTPBDBS,HSTTTTB,TBDTBTP,CSPCBBD,TSBCHDS
ROW396,Blank,"1,2",CCHPHDP,TTHBHSH,DHBDHHH,DCSCHHP,BDPHTSC,CTPCBTD
ROW397,Blank,"3",CCHTBTC,PPCBCHB,TSSPSTS,CPBCBHD,SSBPSPD,CTCPBHD
ROW398,Blank,"1",CCPBBCB,DTDDDDP,DTDPCHB,HTTTCTH,SDDPTCS,PDCPSPB
ROW399,Clover,"1,2,3",CCPCBDP,PDCDTDD,HSSPPBH,BBBPCBB,BTTTBSH,SBHPCHD
ROW400,Blank,"2",CCPDDSB,SSPBDPC,CHHSDPT,TSBHPTS,BDHSSCP,SBSDSDS
ROW401,Blank,"3",CCPSCCH,HTPDTTB,TTCPTPD,CDPTCHP,TBHPDSC,SCPSDBP
ROW402,Blank,"3",CCPSSSC,DHCHCHP,HCDHDDP,CCBTDCT,CDCCPTD,TTTCHBB
ROW403,Blank,"2,3,4,6",CCSBHCD,DCSTHDT,SHTSBST,HBTBHBB,DTCSDDS,SHTDTSD
ROW404,Blank,"2,3",CCSBHPD,DHSDBTD,PHBPCPD,PTSHDPS,CSCBCDH,HBCHSSS
ROW405,Blank,"3,6",CCSCPDC,PSCSCDB,CTDDBCD,PHBDTDT,DDSCCDD,THSBBBT
ROW406,Clover,"1,3,5",CCSDDCP,BBTTDSH,STCSDSS,PTPPSDP,SPBSCBS,SCDCTHC
ROW407,Blank,"1,5,6",CCSHDSH,HSPTBTH,PCTCBCB,HPHTHSD,HPPPTHP,BDHHHTS
ROW408,Blank,"2,5",CCSHPBD,TPDPTSP,TBBBHTD,CPCSSBP,HSDTBHT,PCDCPCS
ROW409,Plus,"1,4",CCSHPTP,BBBPTPB,DBBHSST,PHPHCCP,DTBPBSD,HHCHHHT
ROW410,Blank,"6",CCSTCDS,PTBTSHB,BPSDTPC,PDHCTBC,HSBPBCP,PSTSDBH
ROW411,Blank,"5,6",CCSTDCP,HDPPCHC,SSBSSSC,DSTBHHP,CSSTHCC,DPSTTPH
ROW412,Blank,"2,6",CCTBDST,HBCCSBS,CSBTSBC,CBPDSCD,THDTSHT,BSTDHPB
ROW413,Blank,"3,5",CCTBSHC,BHBCBDC,HPTBHTS,STHHDDS,SCHPDBD,BPBSTPT
ROW414,Blank,"1,4",CCTBTPB,HBHHCPS,TPDTPBD,CPPSBTS,BBBBBBB,BBBBBBB
ROW415,Hex,"4,6",CCTCDCC,PTBTTTS,HSBSTTC,DBHCBHP,THDTTDB,DCPDSHP
ROW416,Blank,"1,2",CCTPPTC,CBPDSPS,TBCDDCD,SHHPCDH,BSDHBCB,HPDTTSP
ROW417,Hex,"2",CCTSHBT,DPCPSTC,HPCSSDS,TDTHHCP,DPSTPDC,PCHDSBB
ROW418,Blank,"5",CCTTDDB,SDCSBCB,HSTBTTH,SCHDHDT,TPSCBST,BDCSCBP
ROW419,Blank,"1,4",CCTTDTC,SBCBPCP,PSSHSBP,HPTBTSD,CCHTHCH,TSPSSDB
ROW420,Clover,"1,4",CDBDCCC,PSBBTHH,DDHDDDH,BDDBTTD,PBBBHPS,SSHHHCB
ROW421,Blank,"3,4",CDBDCCH,SPDBTDH,PPDSHDS,BDSHPPT,DSDPHTB,STSHBTT
ROW422,Blank,"2,6",CDBDTSS,BBPCBCS,DDTBDST,CCTHTTS,THPDSCT,DDCCTDP
ROW423,Blank,"1,3",CDBPPDD,CCPHBDB,DCHTDDP,DPTHBSD,SSDDBSH,CSBTDPC
ROW424,Hex,"2,5",CDBSPCT,HDDCBPH,CHCDHSS,BTPHBDT,SBCTPBH,TSSCBCD
ROW425,Hex,"1",CDCBDDP,THDSTCH,BDBDHBC,BBSHBDC,THSCTPP,PDPPCHS
ROW426,Hex,"2,3,5",CDCCCCT,PPDPDTT,DCSDBTD,HCTBPCP,DTDPTBD,HCSBHTB
ROW427,Blank,"2,4",CDCCTDT,HSPTDHH,BTTSSPB,DBCBSSC,SHDDDPS,CSPSHCH
ROW428,Blank,"2,3,6",CDCDPBB,CCDBBHB,CCSDTDD,HBSPSPP,TSPDCSS,SHCSDPT
ROW429,Blank,"2,3,5",CDCDSTS,PCTHSCB,BHBPCDC,BPDCBBH,CHTSSCD,CDTCHDP
ROW430,Hex,"2,6",CDCDTPC,CTPPTSP,TBBSBBH,STDHDPC,DPCHPCC,BTHTTPH
ROW431,Blank,"4,6",CDCHHST,HPSBDSD,HCHPBCC,PTBHCHC,HHCSPBC,CPSCBTC
ROW432,Clover,"3",CDCHSBH,DDPHCCD,PCSHCTT,DHDSTDD,HDSDPTS,SBSTBCB
ROW433,Hex,"6",CDCPBPH,STSTTTS,PBHHCDC,SDPCPTS,TTTTPDT,HTPPPTS
ROW434,Blank,"1",CDCPPSD,TPCSPPP,SDCPSDD,TDHTHPH,SBSBDHS,DSSHBCS
ROW435,Blank,"2",CDDCCDB,CPBHDPP,PSHBSTH,HPPCBHS,DHTDPCB,THPHBDB
ROW436,Blank,"3,5,6",CDDHCPS,SPHDSSH,BTTTHSD,HTDSPBP,SHSDTSD,HSBSDBP
ROW437,Blank,"2,5",CDDHDHP,HPTDCSB,TCCSBCB,TTPBHSP,HPDHTTT,CSPCCPH
ROW438,Blank,"1",CDDHDTB,BBBBBBB,BBBBBBB,HHDDHHH,HTHCPCC,HHCPPDH
ROW439,Blank,"5",CDDHHSD,BCPHBTD,CDTHHPT,HBDTPPB,SHTDDCT,HBBDHSD
ROW440,Blank,"5,6",CDDPSDS,SSSHDPC,HCHPTTC,SCDDSDD,PBSPBSB,SBBPDCT
ROW441,Blank,"6",CDDTTHS,DDHTPBH,HCSDSCD,HCPHDSC,DBPPCBB,SBSDDTC
ROW442,Blank,"2,3,6",CDHDCCB,DBTHBHD,SDSPSDS,PSTSSHT,HHPHCST,SBHTTTS
ROW443,Blank,"6",CDHDHPH,PTTPBDS,HBBSPSD,TDHDBSH,DHSPBHB,HDSPBCH
ROW444,Blank,"2,6",CDHPDHC,TSCPPDT,DTTCTPP,BTTHSSS,SSSCDDH,BTTSBTB
ROW445,Snake,"1,5",CDHSTSC,PHTBTBC,BTBHTST,PSTDBCT,HCPBSSS,SCPDPSB
ROW446,Blank,"5,6",CDHTHPS,PCPDHHC,CCSCPBP,SPSBBCS,BDBTTDC,PHPBCHH
ROW447,Snake,"5,6",CDPBBCC,SCHCBBP,DPCTCBP,CDTBBBB,DHSSHCD,TPCHHHS
ROW448,Blank,"3,5",CDPCCCT,BTBBPPH,STHPTST,CCCPCCP,SHBHBCT,TBBTCTB
ROW449,Blank,"4,6",CDPCSDD,HTHCPCC,HHPHPCH,PBTBCPB,STSBDPH,HSSPPBH
ROW450,Blank,"3,6",CDSCPCB,SDTCPPH,DPPCPHH,TSDBDPT,STSHPDP,HSSHTDD
ROW451,Plus,"2,5",CDSDTDP,PCBDSPS,BHTPSTC,DBPBDTP,THDHBSD,TPTBBHS
ROW452,Blank,"4,6",CDSDTSB,TBPTSTS,PBCHDBP,TTHHTHD,PDDHSTB,DTPHSBH
